frame_path,label,confidence,notes,annotator
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/feinde/frame_004907.png,unlabeled,1.0,,
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/feinde/frame_005058.png,unlabeled,1.0,,
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/feinde/frame_005142.png,unlabeled,1.0,,
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/feinde/frame_005228.png,unlabeled,1.0,,
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/feinde/frame_005256.png,unlabeled,1.0,,
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/feinde/frame_007087.png,unlabeled,1.0,,
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/feinde/frame_007542.png,unlabeled,1.0,,
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/feinde/frame_008632.png,unlabeled,1.0,,
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/feinde/frame_009173.png,unlabeled,1.0,,
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/feinde/frame_009793.png,unlabeled,1.0,,
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/feinde/frame_009853.png,unlabeled,1.0,,
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/feinde/frame_012047.png,unlabeled,1.0,,
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/feinde/frame_012266.png,unlabeled,1.0,,
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/feinde/frame_012535.png,unlabeled,1.0,,
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/feinde/frame_012769.png,unlabeled,1.0,,
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/feinde/frame_013807.png,unlabeled,1.0,,
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/feinde/frame_014048.png,unlabeled,1.0,,
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/feinde/frame_016223.png,unlabeled,1.0,,
