frame_path,label,face_id,bbox,confidence,face_brightness,face_contrast,face_low_key_ratio,face_high_key_ratio,lighting_direction,lighting_asymmetry,face_size_ratio,face_centrality,face_aspect_ratio,face_bg_brightness_diff,face_bg_contrast,face_sharpness,face_edge_density
/home/kevin/Documents/Dev/ca-friend-foe-analysis/data/training/frames/us/Heimatland_frame_000003_t87.87s.jpg,us,0,"[np.int32(565), np.int32(63), np.int32(69), np.int32(69)]",1.0,122.62276832598194,41.65061188339467,0.19806763285024154,0.17118252467968914,-0.16002311581068912,0.008096933573088227,0.006960526315789473,0.4521025658242015,1.0,0.2941745939203856,0.2941745939203856,77.84521139671862,0.04767905902121403
/home/kevin/Documents/Dev/ca-friend-foe-analysis/data/training/frames/us/Heimatland_frame_000004_t117.17s.jpg,us,0,"[np.int32(59), np.int32(123), np.int32(63), np.int32(63)]",1.0,176.82262534643488,69.14651033290048,0.14588057445200303,0.6674225245653818,-0.033541221147957385,0.31185399787155005,0.005802631578947368,0.2996078456058323,1.0,0.4984567441545497,0.4984567441545497,35.84430812721494,0.04157218442932729
/home/kevin/Documents/Dev/ca-friend-foe-analysis/data/training/frames/us/Heimatland_frame_000006_t175.73s.jpg,us,0,"[np.int32(412), np.int32(38), np.int32(62), np.int32(62)]",1.0,114.61576482830385,44.30064573398831,0.3701873048907388,0.11290322580645161,0.007155536512211555,0.28498704372487804,0.005619883040935672,0.42644037714771865,1.0,0.06791894075603552,0.06791894075603552,13.95006035325672,0.003902185223725286
/home/kevin/Documents/Dev/ca-friend-foe-analysis/data/training/frames/us/Heimatland_frame_000006_t175.73s.jpg,us,1,"[np.int32(76), np.int32(192), np.int32(75), np.int32(75)]",1.0,161.87751111111112,14.769557912021035,0.0,0.28728888888888887,-0.05121773166355208,0.004858468375496226,0.008223684210526315,0.40392644831646796,1.0,0.2549742534964972,0.2549742534964972,6.5802535822222215,0.0
/home/kevin/Documents/Dev/ca-friend-foe-analysis/data/training/frames/us/Heimatland_frame_000006_t175.73s.jpg,us,2,"[np.int32(210), np.int32(169), np.int32(99), np.int32(99)]",1.0,153.24660748903173,34.31734741510064,0.08162432404856647,0.4087338026731966,-0.018675138742365587,0.06537127982506132,0.014328947368421052,0.5755462141563743,1.0,0.2222148497698617,0.2222148497698617,12.758680186481309,0.0
/home/kevin/Documents/Dev/ca-friend-foe-analysis/data/training/frames/us/Heimatland_frame_000007_t205.03s.jpg,us,0,"[np.int32(581), np.int32(596), np.int32(53), np.int32(53)]",1.0,79.90993236027056,32.47664885509189,0.47241011035955854,0.0,0.08383393781100032,0.0778721121303437,0.00410672514619883,0.4479602993774777,1.0,0.06535979030743795,0.06535979030743795,22.820664545038507,0.0
/home/kevin/Documents/Dev/ca-friend-foe-analysis/data/training/frames/us/Heimatland_frame_000007_t205.03s.jpg,us,1,"[np.int32(711), np.int32(230), np.int32(153), np.int32(153)]",1.0,161.7756418471528,51.88595412131999,0.07774787474902815,0.47357853816908024,0.10517660233558973,0.08848938080407753,0.034223684210526316,0.5230771828113998,1.0,0.3998165696216737,0.3998165696216737,20.274661987952104,0.014609765474817378
/home/kevin/Documents/Dev/ca-friend-foe-analysis/data/training/frames/us/Heimatland_frame_000008_t234.33s.jpg,us,0,"[np.int32(871), np.int32(118), np.int32(66), np.int32(66)]",1.0,37.64577594123049,11.63354637886688,1.0,0.0,-0.0020508111417202276,0.026188804263670575,0.006368421052631579,0.2408099921917094,1.0,-0.06737099305044675,0.06737099305044675,6.9933563766051865,0.0
/home/kevin/Documents/Dev/ca-friend-foe-analysis/data/training/frames/us/Heimatland_frame_000009_t263.63s.jpg,us,0,"[np.int32(349), np.int32(198), np.int32(65), np.int32(65)]",1.0,94.53136094674556,33.57032394283847,0.3926627218934911,0.014674556213017751,0.009535684903331974,0.008267345399698353,0.0061769005847953215,0.7100457867482126,1.0,0.0597965323738115,0.0597965323738115,40.66144216238928,0.019644970414201185
/home/kevin/Documents/Dev/ca-friend-foe-analysis/data/training/frames/us/Heimatland_frame_000009_t263.63s.jpg,us,1,"[np.int32(661), np.int32(138), np.int32(137), np.int32(137)]",1.0,115.9789546592786,55.394336446677016,0.35308221002717244,0.20112952208428792,0.034645586475235746,0.2191440235312176,0.027440058479532164,0.5158110675166643,1.0,0.14758513038384966,0.14758513038384966,30.57372294623807,0.014864936863977836
