frame_path,label,confidence,notes,annotator
/Users/kevin.kunkel/Documents/Dev/Uni/ca-friend-foe-analysis/frames/hans_westmar/frame_002498.png,them,1.0,,Kevin
/Users/kevin.kunkel/Documents/Dev/Uni/ca-friend-foe-analysis/frames/hans_westmar/frame_002724.png,them,1.0,,Kevin
/Users/kevin.kunkel/Documents/Dev/Uni/ca-friend-foe-analysis/frames/hans_westmar/frame_002975.png,them,1.0,,Kevin
/Users/kevin.kunkel/Documents/Dev/Uni/ca-friend-foe-analysis/frames/hans_westmar/frame_004555.png,them,1.0,,Kevin
/Users/kevin.kunkel/Documents/Dev/Uni/ca-friend-foe-analysis/frames/hans_westmar/frame_004959.png,other,1.0,,Kevin
/Users/kevin.kunkel/Documents/Dev/Uni/ca-friend-foe-analysis/frames/hans_westmar/frame_005706.png,them,1.0,,Kevin
/Users/kevin.kunkel/Documents/Dev/Uni/ca-friend-foe-analysis/frames/hans_westmar/frame_005949.png,them,1.0,,Kevin
/Users/kevin.kunkel/Documents/Dev/Uni/ca-friend-foe-analysis/frames/hans_westmar/frame_006199.png,them,1.0,,Kevin
/Users/kevin.kunkel/Documents/Dev/Uni/ca-friend-foe-analysis/frames/hans_westmar/frame_007101.png,them,1.0,,Kevin
/Users/kevin.kunkel/Documents/Dev/Uni/ca-friend-foe-analysis/frames/hans_westmar/frame_007229.png,them,1.0,,Kevin
/Users/kevin.kunkel/Documents/Dev/Uni/ca-friend-foe-analysis/frames/hans_westmar/frame_009649.png,them,1.0,,Kevin
/Users/kevin.kunkel/Documents/Dev/Uni/ca-friend-foe-analysis/frames/hans_westmar/frame_010501.png,them,1.0,,Kevin
/Users/kevin.kunkel/Documents/Dev/Uni/ca-friend-foe-analysis/frames/hans_westmar/frame_010948.png,other,1.0,,Kevin
/Users/kevin.kunkel/Documents/Dev/Uni/ca-friend-foe-analysis/frames/hans_westmar/frame_012112.png,them,1.0,,Kevin
/Users/kevin.kunkel/Documents/Dev/Uni/ca-friend-foe-analysis/frames/hans_westmar/frame_012301.png,them,1.0,,Kevin
/Users/kevin.kunkel/Documents/Dev/Uni/ca-friend-foe-analysis/frames/hans_westmar/frame_012601.png,them,1.0,,Kevin
/Users/kevin.kunkel/Documents/Dev/Uni/ca-friend-foe-analysis/frames/hans_westmar/frame_012945.png,them,1.0,,Kevin
/Users/kevin.kunkel/Documents/Dev/Uni/ca-friend-foe-analysis/frames/hans_westmar/frame_013247.png,them,1.0,,Kevin
/Users/kevin.kunkel/Documents/Dev/Uni/ca-friend-foe-analysis/frames/hans_westmar/frame_013456.png,them,1.0,,Kevin
