frame_path,label,confidence,notes,annotator,timestamp
data/frames/jud_suess/frame_000219.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:25:32.160348
data/frames/jud_suess/frame_003257.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:25:34.104932
data/frames/jud_suess/frame_003487.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:25:37.565787
data/frames/jud_suess/frame_003659.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:25:39.956176
data/frames/jud_suess/frame_003855.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:25:40.791738
data/frames/jud_suess/frame_003998.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:25:41.507630
data/frames/jud_suess/frame_004114.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:25:42.765997
data/frames/jud_suess/frame_004186.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:25:43.651209
data/frames/jud_suess/frame_004233.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:25:44.298965
data/frames/jud_suess/frame_004482.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:25:45.387943
data/frames/jud_suess/frame_004655.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:25:45.886837
data/frames/jud_suess/frame_004867.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:25:46.625433
data/frames/jud_suess/frame_004908.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:25:47.034365
data/frames/jud_suess/frame_004951.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:25:47.729220
data/frames/jud_suess/frame_005573.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:25:48.554531
data/frames/jud_suess/frame_005672.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:25:49.160569
data/frames/jud_suess/frame_005790.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:25:49.720818
data/frames/jud_suess/frame_005840.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:25:50.985466
data/frames/jud_suess/frame_005906.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:25:55.214383
data/frames/jud_suess/frame_007956.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:26:03.719542
data/frames/jud_suess/frame_008077.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:26:05.524616
data/frames/jud_suess/frame_008669.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:26:06.928510
data/frames/jud_suess/frame_009679.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:26:11.033446
data/frames/jud_suess/frame_009764.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:26:13.860440
data/frames/jud_suess/frame_010026.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:26:14.860515
data/frames/jud_suess/frame_010103.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:26:22.259113
data/frames/jud_suess/frame_010176.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:26:23.185691
data/frames/jud_suess/frame_010260.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:26:23.707497
data/frames/jud_suess/frame_010438.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:26:24.676487
data/frames/jud_suess/frame_011006.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:26:27.563174
data/frames/jud_suess/frame_011226.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:26:28.214619
data/frames/jud_suess/frame_011315.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:26:29.345502
data/frames/jud_suess/frame_011409.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:26:31.089496
data/frames/jud_suess/frame_011573.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:26:32.580568
data/frames/jud_suess/frame_012550.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:26:35.989405
data/frames/jud_suess/frame_013064.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:26:42.188851
data/frames/jud_suess/frame_013330.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:26:46.426686
data/frames/jud_suess/frame_013406.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:26:47.875529
data/frames/jud_suess/frame_013572.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:26:48.908114
data/frames/jud_suess/frame_013780.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:26:49.537941
data/frames/jud_suess/frame_014515.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:26:53.928500
data/frames/jud_suess/frame_014710.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:26:56.728290
data/frames/jud_suess/frame_016176.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:26:59.615291
data/frames/jud_suess/frame_016459.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:27:01.222200
data/frames/jud_suess/frame_016600.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:27:01.926444
data/frames/jud_suess/frame_016678.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:27:02.488891
data/frames/jud_suess/frame_016842.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:27:03.162875
data/frames/jud_suess/frame_017335.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:27:03.672164
data/frames/jud_suess/frame_017954.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:27:07.807385
data/frames/jud_suess/frame_019471.png,neutral,0.5,Neutral/Ambiguous - manually annotated,Felix,2026-03-08T13:27:15.064095
data/frames/jud_suess/frame_019824.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:27:17.710641
data/frames/jud_suess/frame_020173.png,neutral,0.5,Neutral/Ambiguous - manually annotated,Felix,2026-03-08T13:27:21.909779
data/frames/jud_suess/frame_020606.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:27:24.290666
data/frames/jud_suess/frame_020681.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:27:33.143070
data/frames/jud_suess/frame_020910.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:27:36.384822
data/frames/jud_suess/frame_021733.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:27:39.136020
data/frames/jud_suess/frame_022294.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:27:41.421495
data/frames/jud_suess/frame_023020.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:27:42.312728
data/frames/jud_suess/frame_023147.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:27:44.568450
data/frames/jud_suess/frame_023677.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:27:45.456179
data/frames/jud_suess/frame_023745.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:27:46.467425
data/frames/jud_suess/frame_023987.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:27:50.356454
data/frames/jud_suess/frame_024053.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:27:51.748150
data/frames/jud_suess/frame_024141.png,neutral,0.5,Neutral/Ambiguous - manually annotated,Felix,2026-03-08T13:27:57.177228
data/frames/jud_suess/frame_024520.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:28:00.823352
data/frames/jud_suess/frame_024710.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:28:01.637587
data/frames/jud_suess/frame_025044.png,neutral,0.5,Neutral/Ambiguous - manually annotated,Felix,2026-03-08T13:28:05.206435
data/frames/jud_suess/frame_025356.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:28:06.314855
data/frames/jud_suess/frame_025480.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:28:07.294854
data/frames/jud_suess/frame_025552.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:28:08.015414
data/frames/jud_suess/frame_025610.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:28:08.608777
data/frames/jud_suess/frame_025715.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:28:09.912113
data/frames/jud_suess/frame_026057.png,neutral,0.5,Neutral/Ambiguous - manually annotated,Felix,2026-03-08T13:28:11.355700
data/frames/jud_suess/frame_026682.png,neutral,0.5,Neutral/Ambiguous - manually annotated,Felix,2026-03-08T13:28:13.085187
data/frames/jud_suess/frame_027031.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:28:17.050102
data/frames/jud_suess/frame_027506.png,neutral,0.5,Neutral/Ambiguous - manually annotated,Felix,2026-03-08T13:28:18.248374
data/frames/jud_suess/frame_027662.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:28:19.718314
data/frames/jud_suess/frame_027938.png,neutral,0.5,Neutral/Ambiguous - manually annotated,Felix,2026-03-08T13:28:23.351989
data/frames/jud_suess/frame_028229.png,neutral,0.5,Neutral/Ambiguous - manually annotated,Felix,2026-03-08T13:28:29.445426
data/frames/jud_suess/frame_028338.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:28:31.048334
data/frames/jud_suess/frame_028636.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:28:31.865409
data/frames/jud_suess/frame_028675.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:28:34.077098
data/frames/jud_suess/frame_029087.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:28:39.535332
data/frames/jud_suess/frame_029262.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:28:44.732772
data/frames/jud_suess/frame_029597.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:28:46.148938
data/frames/jud_suess/frame_029730.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:28:52.584232
data/frames/jud_suess/frame_029825.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:28:53.354398
data/frames/jud_suess/frame_031367.png,neutral,0.5,Neutral/Ambiguous - manually annotated,Felix,2026-03-08T13:29:01.457151
data/frames/jud_suess/frame_031885.png,neutral,0.5,Neutral/Ambiguous - manually annotated,Felix,2026-03-08T13:29:02.591566
data/frames/jud_suess/frame_032049.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:29:04.672056
data/frames/jud_suess/frame_032421.png,neutral,0.5,Neutral/Ambiguous - manually annotated,Felix,2026-03-08T13:29:07.822238
data/frames/jud_suess/frame_032672.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:29:09.143675
data/frames/jud_suess/frame_033308.png,neutral,0.5,Neutral/Ambiguous - manually annotated,Felix,2026-03-08T13:29:13.070932
data/frames/jud_suess/frame_033847.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:29:14.864762
data/frames/jud_suess/frame_033932.png,neutral,0.5,Neutral/Ambiguous - manually annotated,Felix,2026-03-08T13:29:17.451365
data/frames/jud_suess/frame_034248.png,neutral,0.5,Neutral/Ambiguous - manually annotated,Felix,2026-03-08T13:29:19.050638
data/frames/jud_suess/frame_034379.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:29:25.564392
data/frames/jud_suess/frame_034390.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:29:27.974119
data/frames/jud_suess/frame_034517.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:29:29.525424
data/frames/jud_suess/frame_037182.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:29:30.623818
data/frames/jud_suess/frame_037633.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:29:33.608831
data/frames/jud_suess/frame_037767.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:29:34.244772
data/frames/jud_suess/frame_038671.png,neutral,0.5,Neutral/Ambiguous - manually annotated,Felix,2026-03-08T13:29:37.002835
data/frames/jud_suess/frame_039012.png,neutral,0.5,Neutral/Ambiguous - manually annotated,Felix,2026-03-08T13:29:38.866345
data/frames/jud_suess/frame_039225.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:29:41.597727
data/frames/jud_suess/frame_039274.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:29:42.280609
data/frames/jud_suess/frame_039491.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:29:42.669126
data/frames/jud_suess/frame_039541.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:29:43.073576
data/frames/jud_suess/frame_039925.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:29:43.515449
data/frames/jud_suess/frame_039993.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:29:50.176374
data/frames/jud_suess/frame_040356.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:29:51.351637
data/frames/jud_suess/frame_040871.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-08T13:29:52.465465
data/frames/jud_suess/frame_040932.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-08T13:29:53.463611
