frame_path,label,confidence,notes,annotator,timestamp
data/frames/feinde/frame_004907.png,neutral,0.5,Neutral/Ambiguous - manually annotated,Felix,2026-03-10T17:05:07.985636
data/frames/feinde/frame_005058.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-10T17:08:28.453947
data/frames/feinde/frame_005142.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-10T17:08:40.181565
data/frames/feinde/frame_005228.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-10T17:08:44.171303
data/frames/feinde/frame_005256.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-10T17:08:44.974487
data/frames/feinde/frame_007087.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-10T17:08:46.184969
data/frames/feinde/frame_007542.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-10T17:08:50.159108
data/frames/feinde/frame_008632.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-10T17:08:50.907650
data/frames/feinde/frame_009173.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-10T17:08:51.347969
data/frames/feinde/frame_009793.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-10T17:08:51.819319
data/frames/feinde/frame_009853.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-10T17:08:52.182526
data/frames/feinde/frame_012047.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-10T17:08:52.545178
data/frames/feinde/frame_012266.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-10T17:08:52.953875
data/frames/feinde/frame_012535.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-10T17:08:53.296540
data/frames/feinde/frame_012769.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-10T17:08:53.715747
data/frames/feinde/frame_013807.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-10T17:08:54.145985
data/frames/feinde/frame_014048.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-10T17:08:55.306006
data/frames/feinde/frame_016223.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-10T17:08:55.791288
data/frames/feinde/frame_016884.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-10T17:08:56.486123
data/frames/feinde/frame_017804.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-10T17:08:57.127113
data/frames/feinde/frame_018207.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-10T17:09:17.347719
data/frames/feinde/frame_018402.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-10T17:09:18.119911
data/frames/feinde/frame_018650.png,us,1.0,Friend/Us - manually annotated,Felix,2026-03-10T17:09:18.777270
data/frames/feinde/frame_019335.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-10T17:09:20.911999
data/frames/feinde/frame_020874.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-10T17:09:21.560551
data/frames/feinde/frame_024137.png,them,1.0,Foe/Them - manually annotated,Felix,2026-03-10T17:09:22.221667
